"Step","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MAX","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MAX"
"6741","17603.292771577057","17603.292771577057","17603.292771577057","12330.686261218962","12330.686261218962","12330.686261218962","13241.430262040603","13241.430262040603","13241.430262040603"
"6751","17662.739965183366","17662.739965183366","17662.739965183366","12338.48767766682","12338.48767766682","12338.48767766682","13130.815283710865","13130.815283710865","13130.815283710865"
"6761","17876.561522694286","17876.561522694286","17876.561522694286","12438.563883444875","12438.563883444875","12438.563883444875","13081.732256825235","13081.732256825235","13081.732256825235"
"6771","17559.767307371734","17559.767307371734","17559.767307371734","12413.114563818697","12413.114563818697","12413.114563818697","13140.12270299068","13140.12270299068","13140.12270299068"
"6781","17718.89142724298","17718.89142724298","17718.89142724298","12234.136427198551","12234.136427198551","12234.136427198551","13114.949657417461","13114.949657417461","13114.949657417461"
"6791","16701.26577320751","16701.26577320751","16701.26577320751","12435.863267981367","12435.863267981367","12435.863267981367","13009.049970557206","13009.049970557206","13009.049970557206"
"6801","6891.545624919305","6891.545624919305","6891.545624919305","12623.116341925699","12623.116341925699","12623.116341925699","13162.4607939586","13162.4607939586","13162.4607939586"
"6811","16467.695300392814","16467.695300392814","16467.695300392814","12578.657944705665","12578.657944705665","12578.657944705665","12804.977010473314","12804.977010473314","12804.977010473314"
"6821","16557.041685727094","16557.041685727094","16557.041685727094","12465.64256979514","12465.64256979514","12465.64256979514","11940.140276687129","11940.140276687129","11940.140276687129"
"6831","16630.238407937486","16630.238407937486","16630.238407937486","12229.01929549084","12229.01929549084","12229.01929549084","11775.004073127084","11775.004073127084","11775.004073127084"
"6841","16633.230034064556","16633.230034064556","16633.230034064556","12579.877961754959","12579.877961754959","12579.877961754959","12015.138830418951","12015.138830418951","12015.138830418951"
"6851","16568.06350648638","16568.06350648638","16568.06350648638","12462.653483914373","12462.653483914373","12462.653483914373","11943.645050235213","11943.645050235213","11943.645050235213"
"6861","16465.723485096827","16465.723485096827","16465.723485096827","10778.017434444942","10778.017434444942","10778.017434444942","12055.311153757992","12055.311153757992","12055.311153757992"
"6871","16703.91075663544","16703.91075663544","16703.91075663544","10585.360938570007","10585.360938570007","10585.360938570007","12250.494695130903","12250.494695130903","12250.494695130903"
"6881","16683.31611929831","16683.31611929831","16683.31611929831","10669.042337684234","10669.042337684234","10669.042337684234","12103.566911666589","12103.566911666589","12103.566911666589"
"6891","16665.30191528201","16665.30191528201","16665.30191528201","11003.904614955138","11003.904614955138","11003.904614955138","12131.730880036781","12131.730880036781","12131.730880036781"
"6901","16710.15422267809","16710.15422267809","16710.15422267809","10967.994976242584","10967.994976242584","10967.994976242584","12181.107283857033","12181.107283857033","12181.107283857033"
"6911","16619.235189993015","16619.235189993015","16619.235189993015","10807.759989141929","10807.759989141929","10807.759989141929","12350.562352053963","12350.562352053963","12350.562352053963"
"6921","16553.409756436256","16553.409756436256","16553.409756436256","11009.94219711049","11009.94219711049","11009.94219711049","12203.161932355362","12203.161932355362","12203.161932355362"
"6931","16590.44038871104","16590.44038871104","16590.44038871104","11111.790705202857","11111.790705202857","11111.790705202857","12061.29028510008","12061.29028510008","12061.29028510008"
"6941","16713.19086839366","16713.19086839366","16713.19086839366","10980.32974024401","10980.32974024401","10980.32974024401","12244.647709923322","12244.647709923322","12244.647709923322"
"6951","16589.2511163504","16589.2511163504","16589.2511163504","11047.611850226402","11047.611850226402","11047.611850226402","11938.089621803474","11938.089621803474","11938.089621803474"
"6961","16528.440691672902","16528.440691672902","16528.440691672902","10988.860470590924","10988.860470590924","10988.860470590924","12280.56570350931","12280.56570350931","12280.56570350931"
"6971","16665.296137149497","16665.296137149497","16665.296137149497","11270.841971449458","11270.841971449458","11270.841971449458","12660.807335316682","12660.807335316682","12660.807335316682"
"6981","16828.597036470634","16828.597036470634","16828.597036470634","11204.545265273371","11204.545265273371","11204.545265273371","12530.084005715065","12530.084005715065","12530.084005715065"
"6991","16937.246860822037","16937.246860822037","16937.246860822037","11445.412021292816","11445.412021292816","11445.412021292816","12541.24020425472","12541.24020425472","12541.24020425472"
"7001","16941.786457450016","16941.786457450016","16941.786457450016","11172.766448530067","11172.766448530067","11172.766448530067","12397.897829556272","12397.897829556272","12397.897829556272"
"7011","16809.220423790975","16809.220423790975","16809.220423790975","11441.454020855072","11441.454020855072","11441.454020855072","12504.567718748394","12504.567718748394","12504.567718748394"
"7021","17010.733619190185","17010.733619190185","17010.733619190185","11411.9142643573","11411.9142643573","11411.9142643573","12465.015315152841","12465.015315152841","12465.015315152841"
"7031","16943.666562863087","16943.666562863087","16943.666562863087","11332.153927718766","11332.153927718766","11332.153927718766","12575.630224429278","12575.630224429278","12575.630224429278"
"7041","17068.13599864141","17068.13599864141","17068.13599864141","11351.72558620515","11351.72558620515","11351.72558620515","12601.997823628191","12601.997823628191","12601.997823628191"
"7051","16849.002427410644","16849.002427410644","16849.002427410644","11566.963455610883","11566.963455610883","11566.963455610883","12543.43919849549","12543.43919849549","12543.43919849549"
"7061","17111.518593237637","17111.518593237637","17111.518593237637","11760.091313346396","11760.091313346396","11760.091313346396","12755.683432825428","12755.683432825428","12755.683432825428"
"7071","17016.027208749878","17016.027208749878","17016.027208749878","11572.609863264495","11572.609863264495","11572.609863264495","12298.38345961649","12298.38345961649","12298.38345961649"
"7081","17137.815628758424","17137.815628758424","17137.815628758424","11659.120921531096","11659.120921531096","11659.120921531096","12841.588082968776","12841.588082968776","12841.588082968776"
"7091","16935.60297986215","16935.60297986215","16935.60297986215","11697.838357297858","11697.838357297858","11697.838357297858","12622.100758200111","12622.100758200111","12622.100758200111"
"7101","16982.79620625876","16982.79620625876","16982.79620625876","11601.019332920641","11601.019332920641","11601.019332920641","12731.173686833125","12731.173686833125","12731.173686833125"
"7111","17107.05913464277","17107.05913464277","17107.05913464277","11688.21277256897","11688.21277256897","11688.21277256897","12967.849700166023","12967.849700166023","12967.849700166023"
"7121","17208.31523489308","17208.31523489308","17208.31523489308","11650.724569134642","11650.724569134642","11650.724569134642","12672.016295982992","12672.016295982992","12672.016295982992"
"7131","17222.507301887003","17222.507301887003","17222.507301887003","11889.537355768281","11889.537355768281","11889.537355768281","12667.11837927265","12667.11837927265","12667.11837927265"
"7141","17115.340439420666","17115.340439420666","17115.340439420666","12132.238408752219","12132.238408752219","12132.238408752219","12863.280735532982","12863.280735532982","12863.280735532982"
"7151","17295.64508365103","17295.64508365103","17295.64508365103","11966.243272110729","11966.243272110729","11966.243272110729","13216.261407265283","13216.261407265283","13216.261407265283"
"7161","17238.159380246983","17238.159380246983","17238.159380246983","12064.643550403034","12064.643550403034","12064.643550403034","12917.413440797793","12917.413440797793","12917.413440797793"
"7171","17102.86480457067","17102.86480457067","17102.86480457067","12122.025231147116","12122.025231147116","12122.025231147116","13161.93827220377","13161.93827220377","13161.93827220377"
"7181","17204.73351864594","17204.73351864594","17204.73351864594","12065.795616072035","12065.795616072035","12065.795616072035","13233.062197197329","13233.062197197329","13233.062197197329"
"7191","17315.901621977682","17315.901621977682","17315.901621977682","12246.540141810623","12246.540141810623","12246.540141810623","12674.26318398043","12674.26318398043","12674.26318398043"
"7201","17299.57929938656","17299.57929938656","17299.57929938656","11994.496856234167","11994.496856234167","11994.496856234167","13128.02136303488","13128.02136303488","13128.02136303488"
"7211","17146.342291232326","17146.342291232326","17146.342291232326","12203.824046703912","12203.824046703912","12203.824046703912","13064.12633437385","13064.12633437385","13064.12633437385"
"7221","17353.252751464166","17353.252751464166","17353.252751464166","12324.686063269926","12324.686063269926","12324.686063269926","12937.295807176934","12937.295807176934","12937.295807176934"
"7231","17485.567030085105","17485.567030085105","17485.567030085105","12019.335509629918","12019.335509629918","12019.335509629918","13015.000455339683","13015.000455339683","13015.000455339683"
"7241","17500.10208226829","17500.10208226829","17500.10208226829","12505.593634455146","12505.593634455146","12505.593634455146","12957.81260171779","12957.81260171779","12957.81260171779"
"7251","17537.223194393595","17537.223194393595","17537.223194393595","12308.697351126097","12308.697351126097","12308.697351126097","12819.092410638616","12819.092410638616","12819.092410638616"
"7261","17764.273213272554","17764.273213272554","17764.273213272554","12455.712783488108","12455.712783488108","12455.712783488108","13123.854083138973","13123.854083138973","13123.854083138973"
"7271","17478.992786291685","17478.992786291685","17478.992786291685","12041.001852843638","12041.001852843638","12041.001852843638","13085.771184851028","13085.771184851028","13085.771184851028"
"7281","17527.318490322425","17527.318490322425","17527.318490322425","12320.201195060885","12320.201195060885","12320.201195060885","13044.270679023704","13044.270679023704","13044.270679023704"
"7291","17305.19237319053","17305.19237319053","17305.19237319053","12442.911299818586","12442.911299818586","12442.911299818586","12953.875881730308","12953.875881730308","12953.875881730308"
